AEBODSYS,AETERM,col1,param,value,col2,AETERM_ORD,AEBODSYS_ORD
EAR PAIN,EAR AND LABYRINTH DISORDERS,Placebo,n,2,n_aes,4,3
EAR PAIN,EAR AND LABYRINTH DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,4,3
EAR PAIN,EAR AND LABYRINTH DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,4,3
EAR PAIN,EAR AND LABYRINTH DISORDERS,Xanomeline High Dose,n,0,n_aes,4,3
EAR PAIN,EAR AND LABYRINTH DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,4,3
EAR PAIN,EAR AND LABYRINTH DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,4,3
EAR PAIN,EAR AND LABYRINTH DISORDERS,Xanomeline Low Dose,n,0,n_aes,4,3
TINNITUS,EAR AND LABYRINTH DISORDERS,Placebo,distinct_n,0,n_pct,4,4
TINNITUS,EAR AND LABYRINTH DISORDERS,Placebo,distinct_pct,0,n_pct,4,4
TINNITUS,EAR AND LABYRINTH DISORDERS,Placebo,n,0,n_aes,4,4
TINNITUS,EAR AND LABYRINTH DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,4,4
TINNITUS,EAR AND LABYRINTH DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,4,4
TINNITUS,EAR AND LABYRINTH DISORDERS,Xanomeline High Dose,n,0,n_aes,4,4
TINNITUS,EAR AND LABYRINTH DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,4,4
TINNITUS,EAR AND LABYRINTH DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,4,4
TINNITUS,EAR AND LABYRINTH DISORDERS,Xanomeline Low Dose,n,1,n_aes,4,4
VERTIGO,EAR AND LABYRINTH DISORDERS,Placebo,distinct_n,0,n_pct,4,5
VERTIGO,EAR AND LABYRINTH DISORDERS,Placebo,distinct_pct,0,n_pct,4,5
VERTIGO,EAR AND LABYRINTH DISORDERS,Placebo,n,0,n_aes,4,5
VERTIGO,EAR AND LABYRINTH DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,4,5
VERTIGO,EAR AND LABYRINTH DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,4,5
VERTIGO,EAR AND LABYRINTH DISORDERS,Xanomeline High Dose,n,1,n_aes,4,5
VERTIGO,EAR AND LABYRINTH DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,4,5
VERTIGO,EAR AND LABYRINTH DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,4,5
VERTIGO,EAR AND LABYRINTH DISORDERS,Xanomeline Low Dose,n,1,n_aes,4,5
EYE DISORDERS,EYE DISORDERS,Placebo,distinct_n,4,n_pct,5,4
EYE DISORDERS,EYE DISORDERS,Placebo,distinct_pct,0.05797101449275362,n_pct,5,4
EYE DISORDERS,EYE DISORDERS,Placebo,n,8,n_aes,5,4
EYE DISORDERS,EYE DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,5,4
EYE DISORDERS,EYE DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,5,4
EYE DISORDERS,EYE DISORDERS,Xanomeline High Dose,n,2,n_aes,5,4
EYE DISORDERS,EYE DISORDERS,Xanomeline Low Dose,distinct_n,2,n_pct,5,4
EYE DISORDERS,EYE DISORDERS,Xanomeline Low Dose,distinct_pct,0.02325581395348837,n_pct,5,4
EYE DISORDERS,EYE DISORDERS,Xanomeline Low Dose,n,2,n_aes,5,4
CONJUNCTIVAL HAEMORRHAGE,EYE DISORDERS,Placebo,distinct_n,0,n_pct,5,1
CONJUNCTIVAL HAEMORRHAGE,EYE DISORDERS,Placebo,distinct_pct,0,n_pct,5,1
CONJUNCTIVAL HAEMORRHAGE,EYE DISORDERS,Placebo,n,0,n_aes,5,1
CONJUNCTIVAL HAEMORRHAGE,EYE DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,5,1
CONJUNCTIVAL HAEMORRHAGE,EYE DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,5,1
CONJUNCTIVAL HAEMORRHAGE,EYE DISORDERS,Xanomeline High Dose,n,0,n_aes,5,1
CONJUNCTIVAL HAEMORRHAGE,EYE DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,5,1
CONJUNCTIVAL HAEMORRHAGE,EYE DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,5,1
CONJUNCTIVAL HAEMORRHAGE,EYE DISORDERS,Xanomeline Low Dose,n,1,n_aes,5,1
CONJUNCTIVITIS,EYE DISORDERS,Placebo,distinct_n,2,n_pct,5,2
CONJUNCTIVITIS,EYE DISORDERS,Placebo,distinct_pct,0.02898550724637681,n_pct,5,2
CONJUNCTIVITIS,EYE DISORDERS,Placebo,n,4,n_aes,5,2
CONJUNCTIVITIS,EYE DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,5,2
CONJUNCTIVITIS,EYE DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,5,2
CONJUNCTIVITIS,EYE DISORDERS,Xanomeline High Dose,n,0,n_aes,5,2
CONJUNCTIVITIS,EYE DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,5,2
CONJUNCTIVITIS,EYE DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,5,2
CONJUNCTIVITIS,EYE DISORDERS,Xanomeline Low Dose,n,0,n_aes,5,2
EYE ALLERGY,EYE DISORDERS,Placebo,distinct_n,1,n_pct,5,3
EYE ALLERGY,EYE DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,5,3
EYE ALLERGY,EYE DISORDERS,Placebo,n,1,n_aes,5,3
EYE ALLERGY,EYE DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,5,3
EYE ALLERGY,EYE DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,5,3
EYE ALLERGY,EYE DISORDERS,Xanomeline High Dose,n,0,n_aes,5,3
EYE ALLERGY,EYE DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,5,3
EYE ALLERGY,EYE DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,5,3
EYE ALLERGY,EYE DISORDERS,Xanomeline Low Dose,n,0,n_aes,5,3
EYE PRURITUS,EYE DISORDERS,Placebo,distinct_n,1,n_pct,5,5
EYE PRURITUS,EYE DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,5,5
EYE PRURITUS,EYE DISORDERS,Placebo,n,1,n_aes,5,5
EYE PRURITUS,EYE DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,5,5
EYE PRURITUS,EYE DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,5,5
EYE PRURITUS,EYE DISORDERS,Xanomeline High Dose,n,0,n_aes,5,5
EYE PRURITUS,EYE DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,5,5
EYE PRURITUS,EYE DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,5,5
EYE PRURITUS,EYE DISORDERS,Xanomeline Low Dose,n,0,n_aes,5,5
EYE SWELLING,EYE DISORDERS,Placebo,distinct_n,1,n_pct,5,6
EYE SWELLING,EYE DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,5,6
EYE SWELLING,EYE DISORDERS,Placebo,n,1,n_aes,5,6
EYE SWELLING,EYE DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,5,6
EYE SWELLING,EYE DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,5,6
EYE SWELLING,EYE DISORDERS,Xanomeline High Dose,n,0,n_aes,5,6
EYE SWELLING,EYE DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,5,6
EYE SWELLING,EYE DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,5,6
EYE SWELLING,EYE DISORDERS,Xanomeline Low Dose,n,0,n_aes,5,6
GLAUCOMA,EYE DISORDERS,Placebo,distinct_n,1,n_pct,5,7
GLAUCOMA,EYE DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,5,7
GLAUCOMA,EYE DISORDERS,Placebo,n,1,n_aes,5,7
GLAUCOMA,EYE DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,5,7
GLAUCOMA,EYE DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,5,7
GLAUCOMA,EYE DISORDERS,Xanomeline High Dose,n,0,n_aes,5,7
GLAUCOMA,EYE DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,5,7
GLAUCOMA,EYE DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,5,7
GLAUCOMA,EYE DISORDERS,Xanomeline Low Dose,n,0,n_aes,5,7
VISION BLURRED,EYE DISORDERS,Placebo,distinct_n,0,n_pct,5,8
VISION BLURRED,EYE DISORDERS,Placebo,distinct_pct,0,n_pct,5,8
VISION BLURRED,EYE DISORDERS,Placebo,n,0,n_aes,5,8
VISION BLURRED,EYE DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,5,8
VISION BLURRED,EYE DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,5,8
VISION BLURRED,EYE DISORDERS,Xanomeline High Dose,n,2,n_aes,5,8
VISION BLURRED,EYE DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,5,8
VISION BLURRED,EYE DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,5,8
VISION BLURRED,EYE DISORDERS,Xanomeline Low Dose,n,1,n_aes,5,8
GASTROINTESTINAL DISORDERS,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,17,n_pct,6,8
GASTROINTESTINAL DISORDERS,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0.2463768115942029,n_pct,6,8
GASTROINTESTINAL DISORDERS,GASTROINTESTINAL DISORDERS,Placebo,n,26,n_aes,6,8
GASTROINTESTINAL DISORDERS,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,20,n_pct,6,8
GASTROINTESTINAL DISORDERS,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0.2857142857142857,n_pct,6,8
GASTROINTESTINAL DISORDERS,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,35,n_aes,6,8
GASTROINTESTINAL DISORDERS,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,16,n_pct,6,8
GASTROINTESTINAL DISORDERS,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0.18604651162790695,n_pct,6,8
GASTROINTESTINAL DISORDERS,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,26,n_aes,6,8
ABDOMINAL DISCOMFORT,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,0,n_pct,6,1
ABDOMINAL DISCOMFORT,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0,n_pct,6,1
ABDOMINAL DISCOMFORT,GASTROINTESTINAL DISORDERS,Placebo,n,0,n_aes,6,1
ABDOMINAL DISCOMFORT,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,6,1
ABDOMINAL DISCOMFORT,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,6,1
ABDOMINAL DISCOMFORT,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,1,n_aes,6,1
ABDOMINAL DISCOMFORT,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,6,1
ABDOMINAL DISCOMFORT,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,6,1
ABDOMINAL DISCOMFORT,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,0,n_aes,6,1
ABDOMINAL PAIN,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,1,n_pct,6,2
ABDOMINAL PAIN,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,6,2
ABDOMINAL PAIN,GASTROINTESTINAL DISORDERS,Placebo,n,1,n_aes,6,2
ABDOMINAL PAIN,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,6,2
ABDOMINAL PAIN,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,6,2
ABDOMINAL PAIN,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,2,n_aes,6,2
ABDOMINAL PAIN,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,3,n_pct,6,2
ABDOMINAL PAIN,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0.03488372093023256,n_pct,6,2
ABDOMINAL PAIN,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,3,n_aes,6,2
CONSTIPATION,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,1,n_pct,6,3
CONSTIPATION,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,6,3
CONSTIPATION,GASTROINTESTINAL DISORDERS,Placebo,n,1,n_aes,6,3
CONSTIPATION,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,6,3
CONSTIPATION,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,6,3
CONSTIPATION,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,0,n_aes,6,3
CONSTIPATION,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,6,3
CONSTIPATION,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,6,3
CONSTIPATION,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,0,n_aes,6,3
DIARRHOEA,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,9,n_pct,6,4
DIARRHOEA,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0.13043478260869565,n_pct,6,4
DIARRHOEA,GASTROINTESTINAL DISORDERS,Placebo,n,10,n_aes,6,4
DIARRHOEA,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,3,n_pct,6,4
DIARRHOEA,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0.04285714285714286,n_pct,6,4
DIARRHOEA,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,3,n_aes,6,4
DIARRHOEA,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,6,n_pct,6,4
DIARRHOEA,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0.06976744186046512,n_pct,6,4
DIARRHOEA,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,8,n_aes,6,4
DYSPEPSIA,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,1,n_pct,6,5
DYSPEPSIA,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,6,5
DYSPEPSIA,GASTROINTESTINAL DISORDERS,Placebo,n,2,n_aes,6,5
DYSPEPSIA,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,6,5
DYSPEPSIA,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,6,5
DYSPEPSIA,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,1,n_aes,6,5
DYSPEPSIA,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,6,5
DYSPEPSIA,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,6,5
DYSPEPSIA,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,2,n_aes,6,5
DYSPHAGIA,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,0,n_pct,6,6
DYSPHAGIA,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0,n_pct,6,6
DYSPHAGIA,GASTROINTESTINAL DISORDERS,Placebo,n,0,n_aes,6,6
DYSPHAGIA,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,6,6
DYSPHAGIA,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,6,6
DYSPHAGIA,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,0,n_aes,6,6
DYSPHAGIA,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,6,6
DYSPHAGIA,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,6,6
DYSPHAGIA,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,1,n_aes,6,6
FLATULENCE,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,1,n_pct,6,7
FLATULENCE,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,6,7
FLATULENCE,GASTROINTESTINAL DISORDERS,Placebo,n,2,n_aes,6,7
FLATULENCE,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,6,7
FLATULENCE,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,6,7
FLATULENCE,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,0,n_aes,6,7
FLATULENCE,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,6,7
FLATULENCE,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,6,7
FLATULENCE,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,0,n_aes,6,7
GASTROINTESTINAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,0,n_pct,6,9
GASTROINTESTINAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0,n_pct,6,9
GASTROINTESTINAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Placebo,n,0,n_aes,6,9
GASTROINTESTINAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,6,9
GASTROINTESTINAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,6,9
GASTROINTESTINAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,1,n_aes,6,9
GASTROINTESTINAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,6,9
GASTROINTESTINAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,6,9
GASTROINTESTINAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,0,n_aes,6,9
GASTROOESOPHAGEAL REFLUX DISEASE,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,1,n_pct,6,10
GASTROOESOPHAGEAL REFLUX DISEASE,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,6,10
GASTROOESOPHAGEAL REFLUX DISEASE,GASTROINTESTINAL DISORDERS,Placebo,n,1,n_aes,6,10
GASTROOESOPHAGEAL REFLUX DISEASE,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,6,10
GASTROOESOPHAGEAL REFLUX DISEASE,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,6,10
GASTROOESOPHAGEAL REFLUX DISEASE,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,0,n_aes,6,10
GASTROOESOPHAGEAL REFLUX DISEASE,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,6,10
GASTROOESOPHAGEAL REFLUX DISEASE,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,6,10
GASTROOESOPHAGEAL REFLUX DISEASE,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,0,n_aes,6,10
GLOSSITIS,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,1,n_pct,6,11
GLOSSITIS,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,6,11
GLOSSITIS,GASTROINTESTINAL DISORDERS,Placebo,n,1,n_aes,6,11
GLOSSITIS,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,6,11
GLOSSITIS,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,6,11
GLOSSITIS,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,0,n_aes,6,11
GLOSSITIS,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,6,11
GLOSSITIS,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,6,11
GLOSSITIS,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,0,n_aes,6,11
HIATUS HERNIA,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,1,n_pct,6,12
HIATUS HERNIA,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0.0144927536231884,n_pct,6,12
HIATUS HERNIA,GASTROINTESTINAL DISORDERS,Placebo,n,2,n_aes,6,12
HIATUS HERNIA,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,6,12
HIATUS HERNIA,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,6,12
HIATUS HERNIA,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,0,n_aes,6,12
HIATUS HERNIA,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,6,12
HIATUS HERNIA,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,6,12
HIATUS HERNIA,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,0,n_aes,6,12
NAUSEA,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,3,n_pct,6,13
NAUSEA,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0.04347826086956521,n_pct,6,13
NAUSEA,GASTROINTESTINAL DISORDERS,Placebo,n,3,n_aes,6,13
NAUSEA,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,6,n_pct,6,13
NAUSEA,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0.08571428571428572,n_pct,6,13
NAUSEA,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,13,n_aes,6,13
NAUSEA,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,3,n_pct,6,13
NAUSEA,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0.03488372093023256,n_pct,6,13
NAUSEA,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,5,n_aes,6,13
RECTAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,0,n_pct,6,14
RECTAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0,n_pct,6,14
RECTAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Placebo,n,0,n_aes,6,14
RECTAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,0,n_pct,6,14
RECTAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0,n_pct,6,14
RECTAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,0,n_aes,6,14
RECTAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,1,n_pct,6,14
RECTAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0.01162790697674418,n_pct,6,14
RECTAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,2,n_aes,6,14
SALIVARY HYPERSECRETION,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,0,n_pct,6,15
SALIVARY HYPERSECRETION,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0,n_pct,6,15
SALIVARY HYPERSECRETION,GASTROINTESTINAL DISORDERS,Placebo,n,0,n_aes,6,15
SALIVARY HYPERSECRETION,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,4,n_pct,6,15
SALIVARY HYPERSECRETION,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0.05714285714285714,n_pct,6,15
SALIVARY HYPERSECRETION,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,5,n_aes,6,15
SALIVARY HYPERSECRETION,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,6,15
SALIVARY HYPERSECRETION,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,6,15
SALIVARY HYPERSECRETION,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,0,n_aes,6,15
STOMACH DISCOMFORT,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,0,n_pct,6,16
STOMACH DISCOMFORT,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0,n_pct,6,16
STOMACH DISCOMFORT,GASTROINTESTINAL DISORDERS,Placebo,n,0,n_aes,6,16
STOMACH DISCOMFORT,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,1,n_pct,6,16
STOMACH DISCOMFORT,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0.01428571428571428,n_pct,6,16
STOMACH DISCOMFORT,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,1,n_aes,6,16
STOMACH DISCOMFORT,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,0,n_pct,6,16
STOMACH DISCOMFORT,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0,n_pct,6,16
STOMACH DISCOMFORT,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,0,n_aes,6,16
VOMITING,GASTROINTESTINAL DISORDERS,Placebo,distinct_n,3,n_pct,6,17
VOMITING,GASTROINTESTINAL DISORDERS,Placebo,distinct_pct,0.04347826086956521,n_pct,6,17
VOMITING,GASTROINTESTINAL DISORDERS,Placebo,n,3,n_aes,6,17
VOMITING,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_n,6,n_pct,6,17
VOMITING,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,distinct_pct,0.08571428571428572,n_pct,6,17
VOMITING,GASTROINTESTINAL DISORDERS,Xanomeline High Dose,n,8,n_aes,6,17
VOMITING,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_n,4,n_pct,6,17
VOMITING,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,distinct_pct,0.04651162790697674,n_pct,6,17
VOMITING,GASTROINTESTINAL DISORDERS,Xanomeline Low Dose,n,5,n_aes,6,17
GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,distinct_n,21,n_pct,7,25
GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,distinct_pct,0.30434782608695654,n_pct,7,25
GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Placebo,n,48,n_aes,7,25
GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,Xanomeline High Dose,distinct_n,36,n_pct,7,25
